SKU,Ranking (Popularity),Name,Platform,Year,Genre,Publisher,Price
86320,705,Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,84.24
59540,706,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom,22.94
27086,707,Cool Boarders 2,PS,1997,Sports,UEP Systems,21.2
49636,708,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,93.11
88824,709,Madden NFL 12,PS3,2011,Sports,Electronic Arts,62.55
75285,710,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,92.02
24592,711,Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,25.07
57810,712,Sonic Advance,GBA,2001,Platform,Sega,20.43
49383,713,Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,24.7
5741,714,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment,53.9
24088,715,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,48.45
24284,716,Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment,96.94
59079,717,New Super Luigi U,WiiU,2013,Platform,Nintendo,57.14
34231,718,Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,25.56
36176,719,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,39.92
58644,720,The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo,82.45
49751,721,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,74.73
13911,722,BioShock 2,X360,2010,Shooter,Take-Two Interactive,56.65
35371,723,Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft,68.01
47193,724,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,94.64
39126,725,Rock Band 2,X360,2008,Misc,Electronic Arts,59.52
70349,726,Frogger,2600,1981,Action,Parker Bros.,49.46
9525,727,Guitar Hero II,X360,2007,Misc,Activision,62.86
30062,728,Wario Land 3,GB,2000,Platform,Nintendo,83.15
49338,729,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,26.5
18241,730,Sonic Unleashed,Wii,2008,Platform,Sega,73.55
3518,731,High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios,83.55
54763,732,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,81.56
53288,733,Saints Row,X360,2006,Action,THQ,49.59
46835,734,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,32.57
66463,735,Kirby's Pinball Land,GB,1992,Misc,Nintendo,48.85
58157,736,Donkey Kong Country,GB,2000,Platform,Nintendo,56.15
36495,737,Hitman: Absolution,PS3,2012,Action,Square Enix,43.25
2611,738,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment,59.19
53057,739,ATV Offroad Fury 2,PS2,2002,Racing,THQ,86.26
18452,740,Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,23.46
13270,741,Madden NFL 25,X360,2013,Sports,Electronic Arts,46.03
33648,742,Pokemon Ranger,DS,2006,Role-Playing,Nintendo,64.71
11965,743,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo,70.77
38312,744,Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,41.89
26192,745,Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,30.81
3056,746,Tennis,NES,1984,Sports,Nintendo,20.12
5939,747,The Sims: House Party,PC,2001,Simulation,Electronic Arts,52.77
14675,748,Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,93.98
20722,749,Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment,72.95
36080,750,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,94.94
45677,751,Volleyball,NES,1987,Sports,Nintendo,28.98
13201,752,FIFA 15,XOne,2014,Sports,Electronic Arts,47.93
51506,753,Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,42.11
36585,754,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo,70.84
6130,755,Mahjong,NES,1983,Misc,Nintendo,66.95
72670,756,R.C. Pro-Am,NES,1988,Racing,Nintendo,54.5
4530,757,SimCity 2000,PC,1992,Simulation,Maxis,93.19
28777,758,Demon Attack,2600,1981,Shooter,Imagic,58.96
37013,759,Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,33.01
61725,760,Tetris DS,DS,2006,Puzzle,Nintendo,35.28
4137,761,Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,94.86
9652,762,Far Cry: Primal,PS4,2016,Action,Ubisoft,37.01
45082,763,Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios,79.66
67490,764,Final Fantasy III,DS,2006,Role-Playing,Square Enix,67.95
55162,765,Kirby's Epic Yarn,Wii,2010,Platform,Nintendo,52.6
6545,766,Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,43.77
83652,767,Golf,GB,1989,Sports,Nintendo,55.62
5715,768,NBA 2K12,PS3,2011,Sports,Take-Two Interactive,64.34
82362,769,Borderlands,PS3,2009,Shooter,Take-Two Interactive,58.54
40340,770,Tony Hawk's Pro Skater,N64,2000,Sports,Activision,43.48
79464,771,PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami Digital Entertainment,93.24
54830,772,Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,61.51
74389,773,Mario Sports Mix,Wii,2010,Sports,Nintendo,90.4
35516,774,Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,36.49
63974,775,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,63
77545,776,Parasite Eve,PS,1998,Role-Playing,SquareSoft,89.51
42520,777,Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,THQ,41.9
6507,778,Project Gotham Racing (JP weekly sales),XB,2002,Action,Microsoft Game Studios,20.19
53503,779,Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,22.33
51016,780,Portal 2,X360,2011,Shooter,Valve Software,53.13
57878,781,Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,95.93
22715,782,Derby Stallion,PS,1997,Sports,ASCII Entertainment,64.4
15934,783,Dead Rising,X360,2006,Action,Capcom,51.47
84931,784,Finding Nemo,PS2,2003,Action,THQ,97.37
28150,785,NBA 2K11,X360,2010,Action,Take-Two Interactive,89.58
68509,786,Wipeout: The Game,Wii,2009,Misc,Mindscape,99.34
49449,787,The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,61.87
8479,788,Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,94.91
11918,789,Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,53.63
46573,790,World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,31.5
77575,791,Tetris Worlds,PS2,2002,Puzzle,THQ,71.4
14285,792,Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,85.87
55230,793,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,32.98
17727,794,Mario Party 5,GC,2003,Misc,Nintendo,87.27
58626,795,Ghostbusters: The Video Game (DS Version),PS3,2010,Action,Take-Two Interactive,95.16
43273,796,Sim Theme Park,PC,1998,Strategy,Electronic Arts,46.62
49597,797,Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,57.68
52878,798,Skate 3,PS3,2010,Sports,Electronic Arts,84.69
73031,799,Spec Ops: Airborne Commando,PS,2002,Shooter,Take-Two Interactive,73.58
76002,800,Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,58.73
50128,801,UFC 2009 Undisputed,X360,2009,Fighting,THQ,42.61
50935,802,Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,22.33
42752,803,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,Konami Digital Entertainment,69.21
70252,804,Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,67.34
66150,805,The Sims 3,PS3,2010,Simulation,Electronic Arts,60.96
34579,806,Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft,94.64
2374,807,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,Nintendo,32.6
54915,808,The Incredibles,GBA,2004,Action,THQ,93.25
22493,809,R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games,49.53
13414,810,SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games,58.67
54287,811,Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo,99.33
85032,812,Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,29.52
1323,813,Carnival Games,DS,2008,Misc,Take-Two Interactive,39.05
72656,814,NBA 2K14,PS3,2013,Sports,Take-Two Interactive,33.91
2016,815,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,84.13
14058,816,Sonic Mega Collection,GC,2002,Misc,Infogrames,42.26
21390,817,Diablo III,PS3,2013,Role-Playing,Activision,82.17
88861,818,NBA Jam,GEN,1992,Sports,Arena Entertainment,49.26
50857,819,PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios,85.55
1366,820,Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,42.89
6224,821,Dance Central 2,X360,2011,Misc,Microsoft Game Studios,75.96
42018,822,Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,54.19
48535,823,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,82.58
57237,824,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,95.88
47221,825,Donkey Kong Country,GBA,2003,Platform,Nintendo,69.37
62224,826,Need for Speed: The Run,PS3,2011,Action,Electronic Arts,81.36
6678,827,Madden NFL 15,PS4,2014,Sports,Electronic Arts,57.69
41355,828,1080°: TenEighty Snowboarding,N64,1998,Sports,Nintendo,62.65
56926,829,Just Dance 3,X360,2011,Misc,Ubisoft,25.76
35672,830,NBA Live 2004,PS2,2003,Sports,Electronic Arts,54.91
68972,831,Dead Space,PS3,2008,Action,Electronic Arts,64.61
5870,832,Call of Duty 2,X360,2005,Shooter,Activision,22.95
32276,833,Madden NFL 15,X360,2014,Sports,Electronic Arts,88.98
35158,834,Forza Horizon,X360,2012,Racing,Microsoft Game Studios,98.72
62650,835,TouchMaster,DS,2007,Puzzle,Midway Games,39.83
5791,836,Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,73.8
55930,837,LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,64.42
43827,838,Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,26.22
44750,839,DriveClub,PS4,2014,Racing,Sony Computer Entertainment,89.89
44960,840,Super Street Fighter II,SNES,1993,Fighting,Nintendo,92.17
25912,841,Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,48.24
32818,842,Tenchu: Stealth Assassins,PS,1997,Action,Activision,31.77
73205,843,Tennis,GB,1989,Sports,Nintendo,64.92
86216,844,Harry Potter and the Chamber of Secrets,GBA,2002,Action,Electronic Arts,76.11
69018,845,Harry Potter and the Chamber of Secrets,PS,2002,Action,Electronic Arts,32.52
39511,846,SimCity,SNES,1991,Simulation,Nintendo,50.25
11618,847,Battlefield 4,XOne,2013,Shooter,Electronic Arts,62.72
71,848,Resident Evil 6,X360,2012,Shooter,Capcom,68.42
10603,849,Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,21.5
990,850,Sonic Classic Collection,DS,2010,Platform,Sega,74.69
71099,851,Spyro: Enter the Dragonfly,PS2,2002,Platform,Universal Interactive,41.03
35715,852,Call of Duty: World at War,Wii,2008,Shooter,Activision,87.75
45779,853,Devil May Cry 2,PS2,2003,Action,Capcom,48.65
18448,854,Burnout Paradise,PS3,2008,Racing,Electronic Arts,28.95
22476,855,E.T.: The Extra Terrestrial,2600,1981,Action,Atari,49.07
17198,856,BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,43.99
82170,857,Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,88.1
44716,858,Rad Racer,NES,1986,Racing,Nintendo,23.85
33871,859,Soccer,NES,1985,Sports,Nintendo,46.91
24314,860,Kirby Squeak Squad,DS,2006,Platform,Nintendo,85.77
24396,861,Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,40.2
62695,862,Destiny,X360,2014,Shooter,Activision,32.63
11778,863,Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,86.79
87051,864,Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,66.46
26301,865,Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,97.17
45828,866,NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,33.22
13136,867,Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,58.02
54422,868,FIFA Soccer 09,X360,2008,Sports,Electronic Arts,69.94
56565,869,Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios,45.37
45374,870,Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ,29.37
60977,871,Alleyway,GB,1989,Puzzle,Nintendo,84.2
19799,872,Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,80.02
22094,873,Jet Moto 2,PS,1997,Racing,Sony Computer Entertainment,32.04
39150,874,Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft,80.54
9400,875,X-Men Legends,PS2,2004,Role-Playing,Activision,79.27
78110,876,Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,68.65
82001,877,Guitar Hero: World Tour,PS3,2008,Misc,Activision,55.73
69817,878,Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,59.64
76400,879,Virtua Fighter 2,SAT,1995,Fighting,Sega,91.2
60600,880,Tetris DX,GB,1998,Puzzle,Nintendo,23.66
44864,881,Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,28.23
64491,882,Watch Dogs,PS3,2014,Action,Ubisoft,36.15
18106,883,Mario Super Sluggers,Wii,2008,Sports,Nintendo,26.42
35753,884,Tomb Raider (2013),X360,2013,Action,Square Enix,64.06
57988,885,The Legend of Zelda: Oracle of Ages,GB,2001,Action,Nintendo,79.76
18542,886,Need for Speed: Shift,X360,2009,Racing,Electronic Arts,76.95
4565,887,Monopoly,Wii,2008,Misc,Electronic Arts,63.98
54677,888,Red Faction,PS2,2001,Shooter,THQ,79.72
22126,889,The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,98.05
9806,890,MX Unleashed,PS2,2004,Racing,THQ,22.23
35657,891,PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,93.29
30452,892,Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,80.48
36227,893,Mario Party 3,N64,2000,Misc,Nintendo,97.39
62498,894,Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,26.59
25679,895,Game Party 2,Wii,2008,Misc,Midway Games,79.65
26080,896,Destiny: The Taken King,PS4,2015,Shooter,Activision,86.3
80230,897,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,44.51
83070,898,Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,80.96
62377,899,Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,62.65
87529,900,Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,90.91
10890,901,Madden NFL 09,PS3,2008,Sports,Electronic Arts,46.57
24498,902,Yokai Watch,3DS,2013,Role-Playing,Nintendo,52.41
20425,903,Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,Sony Computer Entertainment,24.1
16103,904,Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,Konami Digital Entertainment,20.45
83050,905,Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,49.33
32957,906,Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment,28.45
57104,907,Medal of Honor: European Assault (All Region sales),PS2,2005,Shooter,Electronic Arts,75.91
59477,908,WCW Nitro,PS,1998,Fighting,THQ,63.63
86454,909,High School Musical: Sing It!,PS2,2007,Misc,Disney Interactive Studios,78.46
53199,910,Star Fox Adventures,GC,2002,Adventure,Nintendo,78.47
46586,911,FIFA 2000,PS,1998,Sports,Electronic Arts,64.63
48985,912,Dynasty Warriors 3,PS2,2001,Action,THQ,79.24
80083,913,Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,90.37
73505,914,The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,Nintendo,69.84
33710,915,Madden NFL 06,XB,2005,Sports,Electronic Arts,29.77
59607,916,Shrek 2,PS2,2004,Platform,Activision,74.83
5745,917,The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,23.16
85658,918,Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment,90.82
39827,919,SingStar,PS2,2004,Misc,Sony Computer Entertainment,62.58
37784,920,LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,47.53
13973,921,NBA Live 2002,PS2,2001,Sports,Electronic Arts,25.47
13022,922,Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,20.23
83347,923,Chrono Cross,PS,1999,Role-Playing,SquareSoft,75.42
4095,924,GoldenEye 007 (2010),Wii,2010,Action,Activision,95.78
58318,925,Mario Party: Island Tour,3DS,2013,Misc,Nintendo,62.84
5982,926,Jak 3,PS2,2004,Platform,Sony Computer Entertainment,28.69
67748,927,Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,92.67
56133,928,Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,76.67
64739,929,Pinball,NES,1984,Action,Nintendo,81.26
38285,930,inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,22.3
83778,931,Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,Unknown,26.17
59986,932,Demon's Souls,PS3,2009,Role-Playing,Namco Bandai Games,29.51
77960,933,NCAA Football 06,PS2,2005,Sports,Electronic Arts,80.8
31674,934,"Hey You, Pikachu!",N64,1998,Simulation,Nintendo,95.29
37976,935,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,THQ,34.22
4077,936,World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,83.01
66023,937,Jet Moto,PS,1996,Racing,Sony Computer Entertainment,48.86
51643,938,Just Cause 3,PS4,2015,Action,Square Enix,58.17
16292,939,Secret of Mana,SNES,1993,Role-Playing,SquareSoft,69.4
83959,940,The Orange Box,X360,2007,Shooter,Electronic Arts,48.77
10567,941,Air Combat,PS,1995,Simulation,Sony Computer Entertainment,39.85
80784,942,Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,25.06
12450,943,Sonic & Knuckles,GEN,1994,Platform,Sega,39
56070,944,Namco Museum,PS2,2001,Misc,Namco Bandai Games,88.37
72322,945,The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,91.51
78467,946,Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,36.9
5177,947,Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,28.26
18539,948,The Evil Within,PS4,2014,Action,Bethesda Softworks,79.42
22886,949,DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,27.79
8911,950,Crazy Taxi,DC,2000,Racing,Sega,37.5
36517,951,Virtua Fighter 4,PS2,2002,Fighting,Sega,52.08
17343,952,Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,75.55
37129,953,Guitar Hero: World Tour,PS2,2008,Misc,Activision,64.96
28813,954,Sonic Advance 2,GBA,2002,Platform,Sega,37.49
34515,955,Madden NFL 07,X360,2006,Sports,Electronic Arts,51.99
68408,956,NBA 2K11,PS3,2010,Action,Take-Two Interactive,35.32
77827,957,NFL GameDay 2000,PS,1999,Sports,989 Studios,86.01
23466,958,Call of Duty: Black Ops 3,PS3,2015,Shooter,Activision,28.93
63723,959,Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,20.18
19224,960,Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,72.1
42452,961,Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,88.05
36592,962,Midnight Club II,PS2,2003,Racing,Take-Two Interactive,26.43
55476,963,Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,63.93
22759,964,SpongeBob SquarePants: SuperSponge,PS,2001,Action,THQ,95.28
23493,965,The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,45
51976,966,Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,77.94
22147,967,Just Cause 2,PS3,2010,Action,Square Enix,59.71
37134,968,Dragon's Dogma,PS3,2012,Role-Playing,Capcom,61.45
52192,969,The Legend of Zelda: The Wind Waker,WiiU,2013,Action,Nintendo,77.9
77683,970,50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,61.43
58762,971,High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios,62.47
61750,972,Wii Party U,WiiU,2013,Misc,Nintendo,53.39
69718,973,Madden NFL 25,PS3,2013,Sports,Electronic Arts,60.63
65845,974,Final Fantasy II,SNES,1991,Role-Playing,Square,66.11
38323,975,Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo,59.16
13722,976,Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,78.19
70424,977,UFC 2009 Undisputed,PS3,2009,Fighting,THQ,47.16
54625,978,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,57.4
6327,979,WWF Attitude,PS,1998,Fighting,Acclaim Entertainment,29.45
37475,980,The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,63.49
2156,981,Golden Sun,GBA,2001,Role-Playing,Nintendo,20.24
78294,982,Sonic the Hedgehog 3,GEN,1994,Platform,Sega,28.91
80573,983,Kid Icarus,NES,1986,Platform,Nintendo,72.56
77711,984,Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,34.49
6053,985,Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,97.3
42104,986,State of Emergency,PS2,2002,Action,Take-Two Interactive,44.39
53764,987,BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,63.58
37628,988,Hitman: Absolution,X360,2012,Action,Square Enix,77.07
22878,989,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ,72.06
83365,990,Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,39.74
77160,991,The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,82.89
9963,992,FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,56.1
80851,993,Star Wars: Starfighter,PS2,2001,Simulation,Activision,87.46
35661,994,Madden NFL 2000,PS,1998,Sports,Electronic Arts,66.4
26424,995,Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,44.14
5416,996,Star Wars: Battlefront,XB,2004,Shooter,Activision,94.6
28542,997,Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,68.12
45171,998,Crackdown,X360,2007,Shooter,Microsoft Game Studios,62.54
1647,999,Yoshi,NES,1991,Puzzle,Nintendo,80.86
28700,1000,Disney's Aladdin,SNES,1993,Platform,Capcom,78.05
82199,1001,Kirby's Adventure,NES,1993,Platform,Nintendo,76.04
59470,1002,Cooking Mama 3: Shop & Chop,DS,2009,Simulation,505 Games,23.51
14376,1003,Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,83.62
87612,1004,2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,78.19
15331,1005,Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,LucasArts,30.57
48267,1006,Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,93.18
23991,1007,Portal 2,PS3,2011,Shooter,Valve,52.54
17457,1008,The Beatles: Rock Band,Wii,2009,Misc,MTV Games,52.03
77437,1009,Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,38.42
69370,1010,Sonic Colors,Wii,2010,Platform,Sega,25.58
54153,1011,Cruis'n USA,N64,1996,Racing,Nintendo,72.48
34033,1012,Madden NFL 99,PS,1998,Sports,Electronic Arts,83.55
70975,1013,Diablo III,PS4,2014,Role-Playing,Activision,92.59
35247,1014,Uncharted: Golden Abyss,PSV,2011,Shooter,Sony Computer Entertainment,81.81
8414,1015,Destiny,PS3,2014,Shooter,Activision,99.17
34691,1016,SSX Tricky,PS2,2001,Sports,Electronic Arts,21.96
69889,1017,Overwatch,PS4,2016,Shooter,Activision,45.68
28036,1018,Twisted Metal III,PS,1998,Action,989 Studios,69.94
62482,1019,Harry Potter and the Sorcerer's Stone,GB,2001,Action,Electronic Arts,55.31
3949,1020,Disney Infinity,Wii,2013,Action,Disney Interactive Studios,47.05
19883,1021,Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,22.73
28178,1022,Dishonored,X360,2012,Action,Bethesda Softworks,21.11
39082,1023,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,Action,Take-Two Interactive,74.06
33757,1024,The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,91.1
34920,1025,The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,49.6
67872,1026,Call of Duty: World at War Final Fronts,PS2,2008,Shooter,Activision,74.64
55901,1027,Imagine: Teacher,DS,2008,Simulation,Ubisoft,50.27
15402,1028,Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,97.29
50880,1029,Madden NFL 2005,XB,2004,Sports,Electronic Arts,42.78
34867,1030,Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,64.19
35618,1031,The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,51.07
73605,1032,Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,62.53
22399,1033,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998,Platform,Activision,94.43
53400,1034,Deal or No Deal,DS,2007,Misc,Mindscape,47.58
89055,1035,Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment Europe,51.59
67213,1036,Need for Speed Underground,XB,2003,Racing,Electronic Arts,85.88
80611,1037,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,78.79
15970,1038,Tetris Worlds,GBA,2001,Puzzle,THQ,76.48
86815,1039,Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,65.01
89029,1040,The Crew,PS4,2014,Racing,Ubisoft,97.3
13044,1041,FIFA Soccer 10,PS2,2009,Sports,Electronic Arts,86.84
65311,1042,We Ski,Wii,2008,Sports,Namco Bandai Games,86.51
12407,1043,Personal Trainer: Math,DS,2007,Puzzle,Nintendo,81.24
237,1044,Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,65.81
17835,1045,Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,42.41
73429,1046,Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,49.26
11806,1047,NCAA Football 07,PS2,2006,Sports,Electronic Arts,52.36
41266,1048,SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,93.81
13590,1049,NBA 2K15,XOne,2014,Sports,Take-Two Interactive,76.32
52190,1050,Saints Row 2,PS3,2008,Action,THQ,63.58
21412,1051,Saints Row IV,X360,2013,Action,Deep Silver,76.04
23665,1052,Jampack Winter '99,PS,1999,Misc,Sony Computer Entertainment,32.01
22751,1053,Dragon Age: Origins,PS3,2009,Role-Playing,Electronic Arts,85.78
